Country,Country_Code,Measure,Unit_of_measure,Sex,Age,Year,Retirement_values
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1988,15.9
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1989,16.1
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1990,15
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1991,15.1
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1992,14.9
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1993,15.1
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1994,15.5
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1995,15.7
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1996,17.4
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1997,16.7
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1998,19.2
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,1999,18.6
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,2000,17.3
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,2001,17.6
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,2002,17.7
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,2003,17.2
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,2004,17.3
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,2005,16.5
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,2006,16.5
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,2007,17.2
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,2008,17.6
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,2009,18.1
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,2010,18.3
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,2011,17.9
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,2012,18.4
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,2013,18.2
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,2014,17.8
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,2015,17.5
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,2016,16.7
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,2017,16.8
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,2018,17.1
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,2019,17.6
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,2020,16.5
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,2021,16.2
Türkiye,TUR,Expected years after labour market exit,Years,Male,Not applicable,2022,18.1
United States,USA,Capital income of older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2014,13.9
United States,USA,Capital income of older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2016,15.9
United States,USA,Capital income of older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2018,15.9
United States,USA,Capital income of older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2020,23.3
Chile,CHL,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2014,65
Chile,CHL,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2018,65
Chile,CHL,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2020,65
Chile,CHL,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2022,65
Israel,ISR,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,19
Latvia,LVA,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2014,60
Latvia,LVA,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2018,62.8
Latvia,LVA,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2020,63.8
Latvia,LVA,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2022,64.3
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1950,17.5
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1951,5.6
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1952,14.8
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1953,5.7
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1954,5.9
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1955,6.1
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1956,6.3
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1957,6.6
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1958,6.8
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1959,7
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1960,7.1
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1961,7.1
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1962,15.1
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1963,6.7
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1964,6.5
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1965,6.3
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1966,6.1
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1967,5.9
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1968,5.8
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1969,5.6
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1970,5.4
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1971,5.3
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1972,5.1
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1973,5
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1974,4.9
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1975,20.7
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1976,4.8
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1977,4.8
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1978,4.8
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1979,4.9
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1980,5
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1981,5.1
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1982,5.3
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1983,5.4
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1984,5.6
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1985,5.7
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1986,5.7
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1987,5.7
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1988,5.6
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1989,5.5
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1991,5.3
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1992,19.4
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1993,5.1
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1994,4.9
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1996,4.7
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1997,4.5
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1998,4.4
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1999,4.3
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2001,4.2
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2002,4.1
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2003,4
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2004,4
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2022,35.1
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2023,3.6
Lithuania,LTU,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2024,3.5
Lithuania,LTU,Effective labour market exit age,Years,Female,Not applicable,1994,58.6
Lithuania,LTU,Effective labour market exit age,Years,Female,Not applicable,1995,58.4
Lithuania,LTU,Effective labour market exit age,Years,Female,Not applicable,1996,58.2
Lithuania,LTU,Effective labour market exit age,Years,Female,Not applicable,1997,58
Lithuania,LTU,Effective labour market exit age,Years,Female,Not applicable,1998,58.3
Lithuania,LTU,Effective labour market exit age,Years,Female,Not applicable,1999,58.5
Lithuania,LTU,Effective labour market exit age,Years,Female,Not applicable,2000,57.3
Lithuania,LTU,Effective labour market exit age,Years,Female,Not applicable,2001,57.7
Lithuania,LTU,Effective labour market exit age,Years,Female,Not applicable,2002,57.9
Lithuania,LTU,Effective labour market exit age,Years,Female,Not applicable,2003,58.3
Lithuania,LTU,Effective labour market exit age,Years,Female,Not applicable,2004,59.5
Lithuania,LTU,Effective labour market exit age,Years,Female,Not applicable,2005,59.6
Lithuania,LTU,Effective labour market exit age,Years,Female,Not applicable,2006,57.5
Lithuania,LTU,Effective labour market exit age,Years,Female,Not applicable,2007,57.6
Lithuania,LTU,Effective labour market exit age,Years,Female,Not applicable,2008,57.7
Lithuania,LTU,Effective labour market exit age,Years,Female,Not applicable,2009,58.3
Lithuania,LTU,Effective labour market exit age,Years,Female,Not applicable,2010,59.9
