,Reference area,REF_AREA,Measure,Unit of measure,TIME_PERIOD,Avoidable_mortality_values
1183,New Zealand,NZL,Avoidable mortality,Deaths per 100 000 inhabitants,2012,197.6
1184,New Zealand,NZL,Avoidable mortality,Deaths per 100 000 inhabitants,2013,186.8
1185,New Zealand,NZL,Avoidable mortality,Deaths per 100 000 inhabitants,2014,189.1
1186,New Zealand,NZL,Avoidable mortality,Deaths per 100 000 inhabitants,2015,186.3
1187,New Zealand,NZL,Avoidable mortality,Deaths per 100 000 inhabitants,2003,260.3
1188,Lithuania,LTU,Preventable mortality,Deaths,2009,11047.0
1189,Lithuania,LTU,Preventable mortality,Deaths,2010,10763.0
1190,Lithuania,LTU,Preventable mortality,Deaths,2021,10547.5
1191,Lithuania,LTU,Preventable mortality,Deaths,2022,8499.0
1192,Lithuania,LTU,Preventable mortality,Deaths,2000,12091.0
1193,Lithuania,LTU,Preventable mortality,Deaths,2001,12818.0
1194,Lithuania,LTU,Preventable mortality,Deaths,2011,10211.5
1195,Lithuania,LTU,Preventable mortality,Deaths,2012,9912.5
1196,Lithuania,LTU,Preventable mortality,Deaths,2013,9656.0
1197,Lithuania,LTU,Preventable mortality,Deaths,2014,9081.0
1198,Lithuania,LTU,Preventable mortality,Deaths,2015,9005.5
1199,Lithuania,LTU,Preventable mortality,Deaths,2016,8701.0
1200,Lithuania,LTU,Preventable mortality,Deaths,2017,7913.0
1201,Lithuania,LTU,Preventable mortality,Deaths,2018,7516.0
1202,Lithuania,LTU,Preventable mortality,Deaths,2019,7410.5
1203,Lithuania,LTU,Preventable mortality,Deaths,2020,8920.0
1204,Lithuania,LTU,Preventable mortality,Deaths,2003,12597.5
1205,Lithuania,LTU,Preventable mortality,Deaths,2004,12478.5
1206,Lithuania,LTU,Preventable mortality,Deaths,2002,12674.0
1207,Lithuania,LTU,Preventable mortality,Deaths,2005,13202.5
1208,Lithuania,LTU,Preventable mortality,Deaths,2006,13439.0
1209,Lithuania,LTU,Preventable mortality,Deaths,2007,13635.5
1210,Lithuania,LTU,Preventable mortality,Deaths,2008,12405.5
1211,Iceland,ISL,Preventable mortality,Deaths per 100 000 inhabitants,2013,107.7
1212,Iceland,ISL,Preventable mortality,Deaths per 100 000 inhabitants,2014,97.4
1213,Iceland,ISL,Preventable mortality,Deaths per 100 000 inhabitants,2002,132.0
1214,Iceland,ISL,Preventable mortality,Deaths per 100 000 inhabitants,2003,121.4
1215,Iceland,ISL,Preventable mortality,Deaths per 100 000 inhabitants,2004,122.9
1216,Iceland,ISL,Preventable mortality,Deaths per 100 000 inhabitants,2005,123.7
1217,Iceland,ISL,Preventable mortality,Deaths per 100 000 inhabitants,2015,102.7
1218,Iceland,ISL,Preventable mortality,Deaths per 100 000 inhabitants,2016,109.6
1219,Iceland,ISL,Preventable mortality,Deaths per 100 000 inhabitants,2017,103.0
1220,Iceland,ISL,Preventable mortality,Deaths per 100 000 inhabitants,2018,96.1
1221,Iceland,ISL,Preventable mortality,Deaths per 100 000 inhabitants,2019,87.1
1222,Iceland,ISL,Preventable mortality,Deaths per 100 000 inhabitants,2020,83.2
1223,Iceland,ISL,Preventable mortality,Deaths per 100 000 inhabitants,2021,93.2
1224,Iceland,ISL,Preventable mortality,Deaths per 100 000 inhabitants,2022,100.8
1225,Iceland,ISL,Preventable mortality,Deaths per 100 000 inhabitants,2000,154.1
1226,Iceland,ISL,Preventable mortality,Deaths per 100 000 inhabitants,2001,142.1
1227,Iceland,ISL,Preventable mortality,Deaths per 100 000 inhabitants,2006,135.5
1228,Iceland,ISL,Preventable mortality,Deaths per 100 000 inhabitants,2007,123.3
1229,Iceland,ISL,Preventable mortality,Deaths per 100 000 inhabitants,2008,115.3
1230,Iceland,ISL,Preventable mortality,Deaths per 100 000 inhabitants,2009,116.9
1231,Iceland,ISL,Preventable mortality,Deaths per 100 000 inhabitants,2010,116.5
1232,Iceland,ISL,Preventable mortality,Deaths per 100 000 inhabitants,2011,110.5
1233,Iceland,ISL,Preventable mortality,Deaths per 100 000 inhabitants,2012,105.6
1234,Brazil,BRA,Treatable mortality,Deaths,2005,186956.0
1235,Brazil,BRA,Treatable mortality,Deaths,2006,192794.5
1236,Brazil,BRA,Treatable mortality,Deaths,2017,228600.0
1237,Brazil,BRA,Treatable mortality,Deaths,2018,231830.5
1238,Brazil,BRA,Treatable mortality,Deaths,2019,236609.5
1239,Brazil,BRA,Treatable mortality,Deaths,2021,245021.5
1240,Brazil,BRA,Treatable mortality,Deaths,2007,193128.0
1241,Brazil,BRA,Treatable mortality,Deaths,2008,197535.0
1242,Brazil,BRA,Treatable mortality,Deaths,2009,202183.0
1243,Brazil,BRA,Treatable mortality,Deaths,2010,204124.0
1244,Brazil,BRA,Treatable mortality,Deaths,2011,209473.0
1245,Brazil,BRA,Treatable mortality,Deaths,2012,209128.0
1246,Brazil,BRA,Treatable mortality,Deaths,2013,214876.5
1247,Brazil,BRA,Treatable mortality,Deaths,2014,215715.0
1248,Brazil,BRA,Treatable mortality,Deaths,2015,221577.5
1249,Brazil,BRA,Treatable mortality,Deaths,2016,230292.5
1250,Brazil,BRA,Treatable mortality,Deaths,2020,230525.5
1251,Brazil,BRA,Treatable mortality,Deaths,2000,182834.5
1252,Brazil,BRA,Treatable mortality,Deaths,2001,183276.0
1253,Brazil,BRA,Treatable mortality,Deaths,2002,183219.0
1254,Brazil,BRA,Treatable mortality,Deaths,2003,184800.0
1255,Brazil,BRA,Treatable mortality,Deaths,2004,188173.0
1256,Finland,FIN,Preventable mortality,Deaths per 100 000 inhabitants,2021,127.4
1257,Finland,FIN,Preventable mortality,Deaths per 100 000 inhabitants,2000,193.0
1258,Croatia,HRV,Preventable mortality,Deaths,2013,9439.0
1259,Croatia,HRV,Preventable mortality,Deaths,2014,9273.0
1260,Finland,FIN,Preventable mortality,Deaths per 100 000 inhabitants,2013,146.5
1261,Finland,FIN,Preventable mortality,Deaths per 100 000 inhabitants,2014,138.2
1262,Finland,FIN,Preventable mortality,Deaths per 100 000 inhabitants,2001,185.7
1263,Finland,FIN,Preventable mortality,Deaths per 100 000 inhabitants,2002,182.5
1264,Finland,FIN,Preventable mortality,Deaths per 100 000 inhabitants,2003,176.2
1265,Finland,FIN,Preventable mortality,Deaths per 100 000 inhabitants,2004,182.4
1266,Finland,FIN,Preventable mortality,Deaths per 100 000 inhabitants,2005,177.6
1267,Finland,FIN,Preventable mortality,Deaths per 100 000 inhabitants,2006,175.0
1268,Finland,FIN,Preventable mortality,Deaths per 100 000 inhabitants,2007,175.7
1269,Finland,FIN,Preventable mortality,Deaths per 100 000 inhabitants,2008,169.3
1270,Finland,FIN,Preventable mortality,Deaths per 100 000 inhabitants,2009,166.2
1271,Finland,FIN,Preventable mortality,Deaths per 100 000 inhabitants,2010,159.9
1272,Finland,FIN,Preventable mortality,Deaths per 100 000 inhabitants,2015,133.2
1273,Finland,FIN,Preventable mortality,Deaths per 100 000 inhabitants,2016,135.5
1274,Finland,FIN,Preventable mortality,Deaths per 100 000 inhabitants,2017,131.4
1275,Finland,FIN,Preventable mortality,Deaths per 100 000 inhabitants,2018,130.2
1276,Finland,FIN,Preventable mortality,Deaths per 100 000 inhabitants,2019,125.4
1277,Finland,FIN,Preventable mortality,Deaths per 100 000 inhabitants,2020,128.6
1278,Colombia,COL,Preventable mortality,Deaths per 100 000 inhabitants,2006,207.1
1279,Colombia,COL,Preventable mortality,Deaths per 100 000 inhabitants,2007,198.4
1280,Colombia,COL,Preventable mortality,Deaths per 100 000 inhabitants,2018,153.4
1281,Colombia,COL,Preventable mortality,Deaths per 100 000 inhabitants,2019,150.6
1282,Colombia,COL,Preventable mortality,Deaths per 100 000 inhabitants,2020,225.5
1283,Colombia,COL,Preventable mortality,Deaths per 100 000 inhabitants,2021,308.7
1284,Colombia,COL,Preventable mortality,Deaths per 100 000 inhabitants,2008,195.2
1285,Colombia,COL,Preventable mortality,Deaths per 100 000 inhabitants,2009,190.9
1286,Colombia,COL,Preventable mortality,Deaths per 100 000 inhabitants,2010,182.9
1287,Colombia,COL,Preventable mortality,Deaths per 100 000 inhabitants,2011,169.4
1288,Colombia,COL,Preventable mortality,Deaths per 100 000 inhabitants,2012,167.7
1289,Colombia,COL,Preventable mortality,Deaths per 100 000 inhabitants,2013,163.0
1290,Colombia,COL,Preventable mortality,Deaths per 100 000 inhabitants,2014,158.8
1291,Colombia,COL,Preventable mortality,Deaths per 100 000 inhabitants,2015,157.7
1292,Colombia,COL,Preventable mortality,Deaths per 100 000 inhabitants,2016,156.5
1293,Colombia,COL,Preventable mortality,Deaths per 100 000 inhabitants,2017,153.1
1294,Colombia,COL,Preventable mortality,Deaths per 100 000 inhabitants,2000,262.0
1295,Colombia,COL,Preventable mortality,Deaths per 100 000 inhabitants,2001,260.1
1296,Colombia,COL,Preventable mortality,Deaths per 100 000 inhabitants,2002,256.5
1297,Colombia,COL,Preventable mortality,Deaths per 100 000 inhabitants,2003,237.0
1298,Colombia,COL,Preventable mortality,Deaths per 100 000 inhabitants,2004,227.3
1299,Colombia,COL,Preventable mortality,Deaths per 100 000 inhabitants,2005,212.6
1300,Costa Rica,CRI,Treatable mortality,Deaths,2006,2863.0
1301,Costa Rica,CRI,Treatable mortality,Deaths,2007,2594.0
1302,Costa Rica,CRI,Treatable mortality,Deaths,2008,2641.0
1303,Costa Rica,CRI,Treatable mortality,Deaths,2009,2656.5
1304,Costa Rica,CRI,Treatable mortality,Deaths,2010,3147.0
1305,Costa Rica,CRI,Treatable mortality,Deaths,2011,3015.0
1306,Costa Rica,CRI,Treatable mortality,Deaths,2012,3018.5
1307,Costa Rica,CRI,Treatable mortality,Deaths,2013,3031.0
1308,Costa Rica,CRI,Treatable mortality,Deaths,2014,3160.0
1309,Costa Rica,CRI,Treatable mortality,Deaths,2015,3189.5
1310,Costa Rica,CRI,Treatable mortality,Deaths,2016,3383.5
1311,Costa Rica,CRI,Treatable mortality,Deaths,2017,3480.5
1312,Costa Rica,CRI,Treatable mortality,Deaths,2018,3738.0
1313,Costa Rica,CRI,Treatable mortality,Deaths,2019,3916.5
1314,Costa Rica,CRI,Treatable mortality,Deaths,2020,3787.5
1315,Costa Rica,CRI,Treatable mortality,Deaths,2000,2759.5
1316,Costa Rica,CRI,Treatable mortality,Deaths,2002,2689.5
1317,Costa Rica,CRI,Treatable mortality,Deaths,2003,2777.5
1318,Costa Rica,CRI,Treatable mortality,Deaths,2001,2874.0
1319,Costa Rica,CRI,Treatable mortality,Deaths,2004,2824.0
1320,Costa Rica,CRI,Treatable mortality,Deaths,2005,2685.0
1321,Iceland,ISL,Treatable mortality,Deaths,2002,163.5
1322,Iceland,ISL,Treatable mortality,Deaths,2003,173.5
1323,Iceland,ISL,Treatable mortality,Deaths,2005,147.5
1324,Iceland,ISL,Treatable mortality,Deaths,2006,156.0
1325,Iceland,ISL,Treatable mortality,Deaths,2007,166.5
1326,Iceland,ISL,Treatable mortality,Deaths,2008,170.0
1327,Iceland,ISL,Treatable mortality,Deaths,2014,140.5
1328,Iceland,ISL,Treatable mortality,Deaths,2015,154.5
1329,Iceland,ISL,Treatable mortality,Deaths,2016,149.0
1330,Iceland,ISL,Treatable mortality,Deaths,2017,151.0
1331,Iceland,ISL,Treatable mortality,Deaths,2018,171.0
1332,Iceland,ISL,Treatable mortality,Deaths,2019,163.5
1333,Iceland,ISL,Treatable mortality,Deaths,2020,166.5
1334,Iceland,ISL,Treatable mortality,Deaths,2021,177.0
1335,Iceland,ISL,Treatable mortality,Deaths,2022,181.5
1336,Iceland,ISL,Treatable mortality,Deaths,2004,165.5
1337,Iceland,ISL,Treatable mortality,Deaths,2010,132.0
1338,Iceland,ISL,Treatable mortality,Deaths,2011,128.0
1339,Iceland,ISL,Treatable mortality,Deaths,2009,142.0
1340,Iceland,ISL,Treatable mortality,Deaths,2012,131.0
1341,Iceland,ISL,Treatable mortality,Deaths,2013,147.5
1342,Iceland,ISL,Treatable mortality,Deaths,2000,177.5
1343,Iceland,ISL,Treatable mortality,Deaths,2001,184.0
1344,New Zealand,NZL,Treatable mortality,Deaths,2015,3044.5
1345,New Zealand,NZL,Treatable mortality,Deaths,2016,3019.0
1346,New Zealand,NZL,Treatable mortality,Deaths,2000,3504.0
1347,New Zealand,NZL,Treatable mortality,Deaths,2001,3473.0
1348,New Zealand,NZL,Treatable mortality,Deaths,2002,3417.5
1349,New Zealand,NZL,Treatable mortality,Deaths,2003,3276.0
1350,New Zealand,NZL,Treatable mortality,Deaths,2004,3274.0
1351,New Zealand,NZL,Treatable mortality,Deaths,2005,3133.0
1352,New Zealand,NZL,Treatable mortality,Deaths,2006,3182.0
1353,New Zealand,NZL,Treatable mortality,Deaths,2007,3285.5
1354,New Zealand,NZL,Treatable mortality,Deaths,2008,3201.5
1355,New Zealand,NZL,Treatable mortality,Deaths,2009,3219.5
1356,New Zealand,NZL,Treatable mortality,Deaths,2010,3060.5
1357,Czechia,CZE,Avoidable mortality,Deaths per 100 000 inhabitants,2005,368.7
1358,Czechia,CZE,Avoidable mortality,Deaths per 100 000 inhabitants,2006,348.2
1359,New Zealand,NZL,Treatable mortality,Deaths,2013,3005.0
1360,New Zealand,NZL,Treatable mortality,Deaths,2014,3055.5
1361,Brazil,BRA,Preventable mortality,Deaths per 100 000 inhabitants,2006,225.8
1362,Brazil,BRA,Preventable mortality,Deaths per 100 000 inhabitants,2007,223.3
1363,Brazil,BRA,Preventable mortality,Deaths per 100 000 inhabitants,2018,195.1
1364,Brazil,BRA,Preventable mortality,Deaths per 100 000 inhabitants,2019,188.8
1365,Brazil,BRA,Preventable mortality,Deaths per 100 000 inhabitants,2020,260.2
1366,Brazil,BRA,Preventable mortality,Deaths per 100 000 inhabitants,2021,357.2
1367,Brazil,BRA,Preventable mortality,Deaths per 100 000 inhabitants,2008,223.4
1368,Brazil,BRA,Preventable mortality,Deaths per 100 000 inhabitants,2009,221.3
1369,Brazil,BRA,Preventable mortality,Deaths per 100 000 inhabitants,2010,220.7
1370,Brazil,BRA,Preventable mortality,Deaths per 100 000 inhabitants,2011,219.8
1371,Brazil,BRA,Preventable mortality,Deaths per 100 000 inhabitants,2012,216.5
1372,Brazil,BRA,Preventable mortality,Deaths per 100 000 inhabitants,2013,214.2
1373,Brazil,BRA,Preventable mortality,Deaths per 100 000 inhabitants,2014,210.1
1374,Brazil,BRA,Preventable mortality,Deaths per 100 000 inhabitants,2015,205.9
1375,Brazil,BRA,Preventable mortality,Deaths per 100 000 inhabitants,2016,207.0
1376,Brazil,BRA,Preventable mortality,Deaths per 100 000 inhabitants,2017,202.1
1377,Brazil,BRA,Preventable mortality,Deaths per 100 000 inhabitants,2000,236.6
1378,Brazil,BRA,Preventable mortality,Deaths per 100 000 inhabitants,2001,234.3
1379,Brazil,BRA,Preventable mortality,Deaths per 100 000 inhabitants,2002,233.2
1380,Brazil,BRA,Preventable mortality,Deaths per 100 000 inhabitants,2003,231.3
1381,Brazil,BRA,Preventable mortality,Deaths per 100 000 inhabitants,2004,231.7
1382,Brazil,BRA,Preventable mortality,Deaths per 100 000 inhabitants,2005,225.1
1383,Iceland,ISL,Treatable mortality,Deaths per 100 000 inhabitants,2007,68.5
1384,Iceland,ISL,Treatable mortality,Deaths per 100 000 inhabitants,2008,67.8
1385,Iceland,ISL,Treatable mortality,Deaths per 100 000 inhabitants,2019,47.9
1386,Iceland,ISL,Treatable mortality,Deaths per 100 000 inhabitants,2020,47.8
1387,Iceland,ISL,Treatable mortality,Deaths per 100 000 inhabitants,2021,48.9
1388,Iceland,ISL,Treatable mortality,Deaths per 100 000 inhabitants,2022,49.2
1389,Iceland,ISL,Treatable mortality,Deaths per 100 000 inhabitants,2009,56.1
1390,Iceland,ISL,Treatable mortality,Deaths per 100 000 inhabitants,2010,51.2
1391,Iceland,ISL,Treatable mortality,Deaths per 100 000 inhabitants,2011,49.0
1392,Iceland,ISL,Treatable mortality,Deaths per 100 000 inhabitants,2012,47.6
1393,Iceland,ISL,Treatable mortality,Deaths per 100 000 inhabitants,2013,53.1
1394,Iceland,ISL,Treatable mortality,Deaths per 100 000 inhabitants,2014,48.2
1395,Iceland,ISL,Treatable mortality,Deaths per 100 000 inhabitants,2015,51.5
1396,Iceland,ISL,Treatable mortality,Deaths per 100 000 inhabitants,2016,47.8
1397,Iceland,ISL,Treatable mortality,Deaths per 100 000 inhabitants,2017,46.8
1398,Iceland,ISL,Treatable mortality,Deaths per 100 000 inhabitants,2018,51.4
1399,Iceland,ISL,Treatable mortality,Deaths per 100 000 inhabitants,2000,82.3
1400,Iceland,ISL,Treatable mortality,Deaths per 100 000 inhabitants,2001,83.8
1401,Iceland,ISL,Treatable mortality,Deaths per 100 000 inhabitants,2002,72.4
1402,Iceland,ISL,Treatable mortality,Deaths per 100 000 inhabitants,2003,77.0
1403,Iceland,ISL,Treatable mortality,Deaths per 100 000 inhabitants,2004,72.0
1404,Iceland,ISL,Treatable mortality,Deaths per 100 000 inhabitants,2005,63.0
1405,Iceland,ISL,Treatable mortality,Deaths per 100 000 inhabitants,2006,67.2
1406,Argentina,ARG,Treatable mortality,Deaths per 100 000 inhabitants,2016,152.9
1407,Argentina,ARG,Treatable mortality,Deaths per 100 000 inhabitants,2017,144.4
1408,Argentina,ARG,Treatable mortality,Deaths per 100 000 inhabitants,2018,141.7
1409,Argentina,ARG,Treatable mortality,Deaths per 100 000 inhabitants,2019,139.9
1410,Argentina,ARG,Treatable mortality,Deaths per 100 000 inhabitants,2020,132.9
1411,Argentina,ARG,Treatable mortality,Deaths per 100 000 inhabitants,2021,152.7
1412,Argentina,ARG,Treatable mortality,Deaths per 100 000 inhabitants,2000,159.2
1413,Argentina,ARG,Treatable mortality,Deaths per 100 000 inhabitants,2001,158.7
1414,Argentina,ARG,Treatable mortality,Deaths per 100 000 inhabitants,2002,158.6
1415,Argentina,ARG,Treatable mortality,Deaths per 100 000 inhabitants,2003,161.7
1416,Argentina,ARG,Treatable mortality,Deaths per 100 000 inhabitants,2004,154.2
1417,Argentina,ARG,Treatable mortality,Deaths per 100 000 inhabitants,2005,150.6
1418,Argentina,ARG,Treatable mortality,Deaths per 100 000 inhabitants,2006,148.3
1419,Argentina,ARG,Treatable mortality,Deaths per 100 000 inhabitants,2007,150.9
1420,Argentina,ARG,Treatable mortality,Deaths per 100 000 inhabitants,2009,144.8
1421,Argentina,ARG,Treatable mortality,Deaths per 100 000 inhabitants,2010,143.7
1422,Argentina,ARG,Treatable mortality,Deaths per 100 000 inhabitants,2008,143.1
1423,Argentina,ARG,Treatable mortality,Deaths per 100 000 inhabitants,2011,139.9
1424,Argentina,ARG,Treatable mortality,Deaths per 100 000 inhabitants,2012,140.2
1425,Argentina,ARG,Treatable mortality,Deaths per 100 000 inhabitants,2013,143.4
1426,Argentina,ARG,Treatable mortality,Deaths per 100 000 inhabitants,2014,140.7
1427,Argentina,ARG,Treatable mortality,Deaths per 100 000 inhabitants,2015,144.9
1428,Ireland,IRL,Preventable mortality,Deaths,2019,4881.0
1429,Ireland,IRL,Preventable mortality,Deaths,2020,5569.0
1430,Ireland,IRL,Preventable mortality,Deaths,2007,5191.5
1431,Ireland,IRL,Preventable mortality,Deaths,2008,5120.0
1432,Ireland,IRL,Preventable mortality,Deaths,2009,5321.5
1433,Ireland,IRL,Preventable mortality,Deaths,2010,4843.5
1434,Ireland,IRL,Preventable mortality,Deaths,2011,5075.5
1435,Ireland,IRL,Preventable mortality,Deaths,2012,5004.5
1436,Ireland,IRL,Preventable mortality,Deaths,2013,4994.5
1437,Ireland,IRL,Preventable mortality,Deaths,2014,4995.0
1438,Ireland,IRL,Preventable mortality,Deaths,2015,4761.5
1439,Ireland,IRL,Preventable mortality,Deaths,2016,4901.5
1440,Ireland,IRL,Preventable mortality,Deaths,2017,4710.0
1441,Ireland,IRL,Preventable mortality,Deaths,2018,4948.0
1442,Belgium,BEL,Treatable mortality,Deaths,2019,6631.5
1443,Belgium,BEL,Treatable mortality,Deaths,2020,6463.0
1444,Belgium,BEL,Treatable mortality,Deaths,2000,10297.0
1445,Belgium,BEL,Treatable mortality,Deaths,2001,9637.0
1446,Belgium,BEL,Treatable mortality,Deaths,2002,9630.0
1447,Belgium,BEL,Treatable mortality,Deaths,2003,9443.0
1448,Belgium,BEL,Treatable mortality,Deaths,2004,8963.5
1449,Belgium,BEL,Treatable mortality,Deaths,2005,8877.5
1450,Belgium,BEL,Treatable mortality,Deaths,2006,8301.5
1451,Belgium,BEL,Treatable mortality,Deaths,2007,8218.0
1452,Belgium,BEL,Treatable mortality,Deaths,2008,8031.5
1453,Belgium,BEL,Treatable mortality,Deaths,2009,7869.5
1454,Belgium,BEL,Treatable mortality,Deaths,2010,7630.5
1455,Belgium,BEL,Treatable mortality,Deaths,2011,7403.0
1456,Finland,FIN,Preventable mortality,Deaths per 100 000 inhabitants,2011,154.1
1457,Finland,FIN,Preventable mortality,Deaths per 100 000 inhabitants,2012,149.5
1458,Belgium,BEL,Treatable mortality,Deaths,2014,6892.5
1459,Belgium,BEL,Treatable mortality,Deaths,2015,6923.0
1460,Belgium,BEL,Treatable mortality,Deaths,2016,6840.0
1461,Belgium,BEL,Treatable mortality,Deaths,2017,6946.5
1462,Belgium,BEL,Treatable mortality,Deaths,2018,7053.5
1463,Türkiye,TUR,Preventable mortality,Deaths,2017,85863.5
1464,Türkiye,TUR,Preventable mortality,Deaths,2018,82236.5
1465,Türkiye,TUR,Preventable mortality,Deaths,2019,76506.5
1466,Türkiye,TUR,Preventable mortality,Deaths,2009,63016.0
1467,Türkiye,TUR,Preventable mortality,Deaths,2010,65970.5
1468,Türkiye,TUR,Preventable mortality,Deaths,2011,68439.0
1469,Türkiye,TUR,Preventable mortality,Deaths,2012,67780.5
1470,Türkiye,TUR,Preventable mortality,Deaths,2013,80570.0
