Country,Country_code,Measure,Domain,Unit_of_measure,Age,Year,Well-being_values
Israel,ISR,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2021,92.8
Chile,CHL,Job strain,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2015,26.474206924
Netherlands,NLD,Satisfaction with time use,Work-life balance,0-10 scale,Middle-aged,2013,7.298673829
Netherlands,NLD,Satisfaction with time use,Work-life balance,0-10 scale,Middle-aged,2018,6.885806335
Netherlands,NLD,Satisfaction with time use,Work-life balance,0-10 scale,Middle-aged,2022,6.909593761
Germany,DEU,Adult literacy skills,Knowledge and skills,Points,Middle-aged,2012,277.96892
Poland,POL,Having a say in government,Civic engagement,Percentage of population aged 16-65 in the same subgroup,Middle-aged,2012,40.06129534
Türkiye,TUR,Having a say in government,Civic engagement,Percentage of population aged 16-65 in the same subgroup,Young,2014,24.40209824
Denmark,DNK,Having a say in government,Civic engagement,Percentage of population aged 16-65 in the same subgroup,Young,2012,47.00321701
Denmark,DNK,Having a say in government,Civic engagement,Percentage of population aged 16-65 in the same subgroup,Young,2021,39.652669
Ireland,IRL,Adult literacy skills,Knowledge and skills,Points,Middle-aged,2012,273.40906
Colombia,COL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2018,80.05
Colombia,COL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2019,80.15
Australia,AUS,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2010,97.12308049
Australia,AUS,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2013,97.12308049
Australia,AUS,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2014,97.12308049
Australia,AUS,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2019,97.12308049
Australia,AUS,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2021,97.12308049
United Kingdom,GBR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2010,92.41090417
United Kingdom,GBR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2011,92.41090417
United Kingdom,GBR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2012,92.41090417
United Kingdom,GBR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2013,92.41090417
United Kingdom,GBR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2014,92.41090417
United Kingdom,GBR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2015,92.41090417
United Kingdom,GBR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2016,92.41090417
United Kingdom,GBR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2017,92.41090417
United Kingdom,GBR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2018,92.41090417
United Kingdom,GBR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2019,92.41090417
United Kingdom,GBR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2020,92.41090417
United Kingdom,GBR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2021,92.41090417
South Africa,ZAF,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2010,10.6253691
South Africa,ZAF,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2011,10.6253691
South Africa,ZAF,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2012,10.6253691
South Africa,ZAF,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2013,10.6253691
South Africa,ZAF,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2014,10.6253691
South Africa,ZAF,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2015,10.6253691
South Africa,ZAF,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2016,10.6253691
South Africa,ZAF,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2017,10.6253691
South Africa,ZAF,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2018,10.6253691
South Africa,ZAF,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2019,10.6253691
South Africa,ZAF,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2020,10.6253691
South Africa,ZAF,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2021,10.6253691
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2004,78.064312556
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2005,77.377012080
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2006,78.762466002
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2007,80.273722106
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2008,80.950201653
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2009,80.797
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2010,81.475
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2011,82.97
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2012,83.332
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2013,83.424
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2014,83.472
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2015,83.726
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2016,83.938
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2017,84.237
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2018,84.853
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2019,85.409
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2020,83.994
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2021,84.184
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2022,85.244
Germany,DEU,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2023,85.454
United Kingdom,GBR,Job strain,Work and job quality,Percentage of employees in the same subgroup,Young,2005,30.469577789
United Kingdom,GBR,Job strain,Work and job quality,Percentage of employees in the same subgroup,Young,2010,31.632152557
United Kingdom,GBR,Job strain,Work and job quality,Percentage of employees in the same subgroup,Young,2015,23.878738403
Iceland,ISL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2007,0.775048196
Iceland,ISL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2008,1.854446173
Iceland,ISL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2009,2.634921789
Iceland,ISL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2010,1.819335341
Iceland,ISL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2011,1.938430190
Iceland,ISL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2012,1.886675477
Iceland,ISL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2013,1.834879875
Iceland,ISL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2014,1.731874228
Iceland,ISL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2015,1.371449232
Iceland,ISL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2016,1.084012389
Mexico,MEX,Having a say in government,Civic engagement,Percentage of population aged 16-65 in the same subgroup,Middle-aged,2017,29.63069806
Latvia,LVA,Satisfaction with personal relationships,Social connections,0-10 scale,Young,2013,8.191562687
Latvia,LVA,Satisfaction with personal relationships,Social connections,0-10 scale,Young,2018,8.071875572
Latvia,LVA,Satisfaction with personal relationships,Social connections,0-10 scale,Young,2022,8.058211645
Luxembourg,LUX,Satisfaction with personal relationships,Social connections,0-10 scale,Middle-aged,2013,7.863072385
Luxembourg,LUX,Satisfaction with personal relationships,Social connections,0-10 scale,Middle-aged,2018,7.744755139
Luxembourg,LUX,Satisfaction with personal relationships,Social connections,0-10 scale,Middle-aged,2022,7.442912437
Belgium,BEL,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2010,72.51065373
Belgium,BEL,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Young,2011,72.51065373
