,REF_AREA,Reference area,Measure,Unit of measure,Age,Health status,TIME_PERIOD,OBS_VALUE
629,TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,90.9
630,TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,91.7
631,TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,92.0
632,TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,91.3
633,TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,91.9
634,TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,91.1
635,TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,92.3
636,TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,92.1
637,TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,91.8
638,TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,91.6
639,TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,93.2
640,TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,91.4
641,TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,90.6
642,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1992,89.5
643,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1997,87.9
644,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2002,90.6
645,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,91.3
646,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,89.4
647,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,88.6
648,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,90.0
649,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,89.1
650,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,89.8
651,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,88.3
652,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,87.4
653,CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,87.9
654,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1980,91.4
655,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1981,89.8
656,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1982,91.9
657,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1983,93.3
658,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1984,92.5
659,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1985,91.8
660,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1986,92.3
661,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1987,92.8
662,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1988,90.3
663,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1989,92.3
664,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1990,89.0
665,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1991,89.2
666,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1992,86.6
667,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1993,86.7
668,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1994,89.0
669,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1995,87.9
670,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1996,90.0
671,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1997,88.9
672,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1998,88.7
673,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1999,88.8
674,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2000,88.3
675,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2001,87.6
676,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2002,87.8
677,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2003,90.8
678,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,86.4
679,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,88.7
680,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,90.1
681,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,91.5
682,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,90.9
683,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,91.6
684,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,90.8
685,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,91.9
686,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,90.7
687,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,89.4
688,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,89.0
689,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,87.4
690,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,86.7
691,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,86.9
692,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,86.0
693,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,85.4
694,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,86.7
695,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,82.9
696,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,75.7
697,SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,75.7
698,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1993,52.8
699,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1996,59.7
700,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1999,64.2
701,CZE,Czechia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2002,78.8
