,Country,Country_code,Measure,Domain,Unit_of_measure,Age,Year,Well-being_values
3352,Lithuania,LTU,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2012,6.771895048
3353,Lithuania,LTU,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2013,4.367087385
3354,Lithuania,LTU,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2014,4.358798669
3355,Lithuania,LTU,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2015,2.668833948
3356,Lithuania,LTU,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2016,2.283181708
3357,Lithuania,LTU,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2017,1.807693414
3358,Lithuania,LTU,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2018,1.343296587
3359,Lithuania,LTU,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2019,0.719860685
3360,Lithuania,LTU,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2020,1.912960201
3361,Lithuania,LTU,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2021,3.144893263
3362,Lithuania,LTU,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2022,2.251585585
3363,Iceland,ISL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2004,88.0
3364,Iceland,ISL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2005,90.4
3365,Iceland,ISL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2006,89.9
3366,Iceland,ISL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2007,89.1
3367,Iceland,ISL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2008,88.6
3368,Iceland,ISL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2009,89.3
3369,Iceland,ISL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2010,88.3
3370,Iceland,ISL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2011,87.2
3371,Iceland,ISL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2012,85.8
3372,Iceland,ISL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2013,87.1
3373,Iceland,ISL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2014,86.4
3374,Iceland,ISL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2015,83.3
3375,Iceland,ISL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2016,86.4
3376,Iceland,ISL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2017,86.2
3377,Iceland,ISL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2018,81.7
3378,United States,USA,Job strain,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2005,27.942337036
3379,United States,USA,Job strain,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2015,24.431417465
3380,Slovak Republic,SVK,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2007,8.950037956
3381,Slovak Republic,SVK,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2008,6.589500427
3382,Slovak Republic,SVK,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2009,8.053610802
3383,Slovak Republic,SVK,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2010,8.815175056
3384,Slovak Republic,SVK,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2011,7.889090538
3385,Slovak Republic,SVK,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2012,8.158893585
3386,Slovak Republic,SVK,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2013,8.988254547
3387,Slovak Republic,SVK,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2014,9.54325676
3388,Slovak Republic,SVK,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2015,8.205347061
3389,Slovak Republic,SVK,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2016,6.733053207
3390,Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2004,1.19
3391,Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2005,1.36
3392,Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2006,1.28
3393,Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2007,1.3
3394,Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2008,1.26
3395,Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2009,0.87
3396,Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2010,0.67
3397,Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2011,0.49
3398,Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2012,0.4
3399,Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2013,0.2
3400,Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2014,0.55
3401,Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2015,0.62
3402,Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2016,0.67
3403,Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2017,0.83
3404,Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2018,0.64
3405,Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2019,0.65
3406,Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2020,0.99
3407,Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2021,0.78
3408,Lithuania,LTU,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2022,0.91
3409,Canada,CAN,Job strain,Work and job quality,Percentage of employees in the same subgroup,Young,2005,37.166763306
3410,United Kingdom,GBR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2004,0.881256252
3411,United Kingdom,GBR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2005,0.901130345
3412,United Kingdom,GBR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2006,1.073746829
3413,United Kingdom,GBR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2007,1.075519523
3414,United Kingdom,GBR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2008,1.213613153
3415,United Kingdom,GBR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2009,1.639878516
3416,United Kingdom,GBR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2010,2.21015739
3417,United Kingdom,GBR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2011,2.315535107
3418,United Kingdom,GBR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2012,2.257978148
3419,United Kingdom,GBR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2013,2.240620372
3420,United Kingdom,GBR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2014,1.842333804
3421,United Kingdom,GBR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2015,1.386325211
3422,United Kingdom,GBR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2016,1.088872229
3423,United Kingdom,GBR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2017,0.941693732
3424,United Kingdom,GBR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2018,0.881101109
3425,United Kingdom,GBR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2019,0.771598447
3426,United Kingdom,GBR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2020,0.742635886
3427,United Kingdom,GBR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2021,0.988430106
3428,United Kingdom,GBR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2022,0.698720297
3429,Portugal,PRT,Satisfaction with time use,Work-life balance,0-10 scale,Middle-aged,2013,5.919656707
3430,Portugal,PRT,Satisfaction with time use,Work-life balance,0-10 scale,Middle-aged,2018,5.83905412
3431,Portugal,PRT,Satisfaction with time use,Work-life balance,0-10 scale,Middle-aged,2022,6.33466218
3432,Slovenia,SVN,Satisfaction with time use,Work-life balance,0-10 scale,Middle-aged,2013,6.333878145
3433,Slovenia,SVN,Satisfaction with time use,Work-life balance,0-10 scale,Middle-aged,2018,6.70168222
