,Country,Country_Code,Measure,Unit_of_measure,Sex,Age,Year,Retirement_values
2649,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,2019,20.3
2650,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,2020,20.0
2651,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,2021,18.3
2652,Estonia,EST,Expected years after labour market exit,Years,Female,Not applicable,2022,20.7
2653,India,IND,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022,37.8
2654,Israel,ISR,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2014,67.0
2655,Israel,ISR,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2018,67.0
2656,Israel,ISR,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2020,67.0
2657,Israel,ISR,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2022,67.0
2658,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1950,7.1
2659,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1951,7.2
2660,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1952,7.8
2661,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1953,7.7
2662,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1954,7.9
2663,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1955,8.0
2664,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1956,8.2
2665,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1957,8.4
2666,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1958,8.5
2667,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1959,8.8
2668,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1960,9.1
2669,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1961,9.5
2670,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1962,10.9
2671,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1963,10.4
2672,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1964,10.9
2673,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1965,11.3
2674,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1966,11.7
2675,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1967,12.0
2676,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1968,12.3
2677,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1969,12.6
2678,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1970,13.0
2679,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1971,13.4
2680,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1972,13.9
2681,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1973,14.3
2682,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1974,14.8
2683,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1975,15.2
2684,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1976,15.8
2685,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1977,16.3
2686,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1978,16.8
2687,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1979,17.2
2688,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1980,17.4
2689,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1981,17.5
2690,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1982,17.5
2691,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1983,17.4
2692,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1984,17.3
2693,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1985,17.2
2694,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1986,17.2
2695,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1987,17.3
2696,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1988,17.3
2697,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1989,17.5
2698,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1991,17.9
2699,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1992,19.3
2700,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1993,18.3
2701,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1994,18.5
2702,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1996,18.8
2703,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1997,18.9
2704,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1998,18.9
2705,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1999,18.9
2706,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2001,18.8
2707,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2002,18.7
2708,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2003,18.6
2709,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2004,18.6
2710,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2022,23.1
2711,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2023,24.7
2712,Israel,ISR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2024,25.1
2713,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,1990,62.5
2714,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,1991,65.1
2715,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,1992,63.4
2716,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,1993,62.7
2717,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,1994,62.6
2718,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,1995,62.8
2719,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,1996,61.5
2720,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,1997,60.7
2721,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,1998,61.3
2722,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,1999,62.3
2723,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,2000,62.2
2724,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,2001,61.2
2725,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,2002,61.9
2726,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,2003,61.5
2727,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,2004,60.7
2728,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,2005,60.5
2729,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,2006,61.1
2730,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,2007,61.3
2731,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,2008,61.7
2732,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,2009,62.3
2733,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,2010,63.1
2734,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,2011,62.2
2735,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,2012,64.1
2736,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,2013,65.0
2737,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,2014,65.3
2738,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,2015,65.5
2739,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,2016,65.3
2740,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,2017,64.2
2741,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,2018,64.7
2742,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,2019,64.6
2743,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,2020,64.8
2744,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,2021,65.5
2745,Israel,ISR,Effective labour market exit age,Years,Female,Not applicable,2022,66.0
2746,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1970,63.2
2747,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1971,63.0
2748,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1972,62.8
2749,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1973,62.5
2750,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1974,62.3
2751,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1975,62.1
2752,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1976,62.0
2753,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1977,61.8
2754,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1978,61.6
2755,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1979,61.4
2756,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1980,61.2
2757,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1981,61.1
2758,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1982,60.9
2759,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1983,60.7
2760,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1984,60.6
2761,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1985,60.4
2762,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1986,60.3
2763,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1987,60.2
2764,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1988,60.0
2765,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1989,59.9
2766,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1990,59.7
2767,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1991,59.7
2768,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1992,59.9
2769,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1993,59.7
2770,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1994,60.1
2771,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1995,60.0
2772,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1996,59.1
2773,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1997,56.7
2774,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1998,56.5
2775,Slovenia,SVN,Effective labour market exit age,Years,Male,Not applicable,1999,57.6
